Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A4S4M8S1,48,,Homeobox domain-containing protein,Bondarzewia mesenterica,1095465,"DNA binding, metal ion binding",nan,Nucleus
Q6C5S8,56,2912004,YALI0E15510p,Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica),284591,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","cell differentiation, regulation of transcription by RNA polymerase II",Nucleus
A0A1E3QET2,56,,Homeobox domain-containing protein,Lipomyces starkeyi NRRL Y-11557,675824,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A167CUM6,56,30035662,Yox1p,Sugiyamaella lignohabitans,796027,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1E3PKR9,54,,Homeobox domain-containing protein,Nadsonia fulvescens var. elongata DSM 6958,857566,DNA binding,nan,Nucleus
A0A5E8BNZ2,56,,Homeobox domain-containing protein,Saprochaete ingens,2606893,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4P9ZQD8,57,,Homeodomain-like protein,Dimargaris cristalligena,215637,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1Y1Y6M5,57,,Homeobox domain-containing protein,Basidiobolus meristosporus CBS 931.73,1314790,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1Y1Y5S4,56,,Homeodomain-like protein,Basidiobolus meristosporus CBS 931.73,1314790,DNA binding,nan,Nucleus
A0A261Y6W3,56,,Homeobox domain-containing protein,Bifiguratus adelaidae,1938954,DNA binding,nan,Nucleus
A0A397TSP1,57,,Homeobox domain-containing protein,Gigaspora rosea,44941,DNA binding,nan,Nucleus
A0A433P8J7,57,,Homeobox domain-containing protein,Endogone sp. FLAS-F59071,2340872,DNA binding,nan,Nucleus
A0A0E9NDS8,56,,Homeobox domain-containing protein,Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804),698492,DNA binding,nan,"Nucleus, Other locations"
A0A1U7LME2,56,,Homeobox protein HD-10,Neolecta irregularis (strain DAH-3),1198029,DNA binding,nan,Nucleus
R4X782,57,,Homeobox domain-containing protein,Taphrina deformans (strain PYCC 5710 / ATCC 11124 / CBS 356.35 / IMI 108563 / JCM 9778 / NBRC 8474) (Peach leaf curl fungus) (Lalaria deformans),1097556,DNA binding,nan,Nucleus
A0A168QLE1,55,,Homeobox domain-containing protein,Absidia glauca (Pin mould),4829,DNA binding,nan,Nucleus
A0A168M1U1,56,,Homeobox domain-containing protein,Absidia glauca (Pin mould),4829,DNA binding,nan,Nucleus
A0A168RRY5,57,,Homeobox domain-containing protein,Absidia glauca (Pin mould),4829,DNA binding,nan,Nucleus
A0A507EDB8,56,,Homeobox domain-containing protein,Powellomyces hirtus,109895,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1Y2GR25,55,,Homeodomain-like protein,Lobosporangium transversale,64571,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A139ACV8,52,,Homeobox domain-containing protein,Gonapodya prolifera (strain JEL478) (Monoblepharis prolifera),1344416,DNA binding,nan,Nucleus
A0A139A238,52,,Homeobox domain-containing protein,Gonapodya prolifera (strain JEL478) (Monoblepharis prolifera),1344416,DNA binding,nan,Nucleus
A0A4P9WH78,54,,Homeobox domain-containing protein,Blyttiomyces helicus,388810,DNA binding,nan,Nucleus
A0A2H9TL77,56,,Homeobox domain-containing protein,Paramicrosporidium saccamoebae,1246581,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
G4TFD0,57,,Homeobox domain-containing protein,Serendipita indica (strain DSM 11827) (Root endophyte fungus) (Piriformospora indica),1109443,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A137P5S4,51,,Homeobox domain-containing protein,Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata),796925,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1Y1XT02,58,,Homeobox domain-containing protein,Basidiobolus meristosporus CBS 931.73,1314790,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
M5FVC7,57,,Homeobox domain-containing protein,Dacryopinax primogenitus (strain DJM 731) (Brown rot fungus),1858805,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4P9WFA1,54,,Homeobox domain-containing protein,Blyttiomyces helicus,388810,DNA binding,nan,Nucleus
A0A137NTL3,54,,Homeobox-domain-containing protein,Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata),796925,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A137NTG9,51,,PAX37B protein,Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata),796925,DNA binding,nan,Nucleus
A0A137NTX7,55,,Homeobox-domain-containing protein,Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata),796925,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A137NTQ0,53,,Homeobox-domain-containing protein,Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata),796925,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A137NTG2,55,,Homeobox,Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata),796925,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0C9SQ57,47,,"Unplaced genomic scaffold PLICRscaffold_25, whole genome shotgun sequence",Plicaturopsis crispa FD-325 SS-3,944288,DNA binding,nan,Nucleus
A0A098VVU9,58,25258133,Homeobox protein Yox1,Mitosporidium daphniae,1485682,DNA binding,nan,Nucleus
A0A1X0QE93,57,,HD5,Hepatospora eriocheir,1081669,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
Q8SVT3,57,858935,Homeobox protein HD-5,Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite),284813,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A437AJ37,57,,Homeodomain class 2 protein,Tubulinosema ratisbonensis,291195,DNA binding,nan,Nucleus
A0A177ECT7,57,,Homeobox domain-containing protein,Nematocida displodere,1805483,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
Q8SVT6,57,858928,Homeobox protein HD-6,Encephalitozoon cuniculi (strain GB-M1) (Microsporidian parasite),284813,DNA binding,nan,Nucleus
L2GX38,58,19878176,Homeobox domain-containing protein,Vavraia culicis (isolate floridensis) (Microsporidian parasite),948595,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A167WLQ5,59,,Homeodomain-related protein,Ascosphaera apis ARSEF 7405,392613,DNA binding,nan,Nucleus
R4XBJ9,57,,Putative Homeobox transcription factor,Taphrina deformans (strain PYCC 5710 / ATCC 11124 / CBS 356.35 / IMI 108563 / JCM 9778 / NBRC 8474) (Peach leaf curl fungus) (Lalaria deformans),1097556,DNA binding,nan,Nucleus
A0A0E9NSG8,59,30187046,Homeobox domain-containing protein,Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804),698492,DNA binding,nan,Nucleus
A0A1Y2GYZ1,55,,Homeobox domain-containing protein,Lobosporangium transversale,64571,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1Y2G608,57,,Homeodomain-like protein,Lobosporangium transversale,64571,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1Y1VJD7,58,,Homeobox domain-containing protein,Piromyces finnis,1754191,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A137P962,55,,Homeodomain-like protein,Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata),796925,DNA binding,nan,Nucleus
A0A4Q9KRD5,45,,Homeobox domain-containing protein,Hamiltosporidium magnivora,148818,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4P9WDU7,50,,Homeobox domain-containing protein,Blyttiomyces helicus,388810,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2P6NZC6,56,,Homeobox domain-containing protein,Planoprotostelium fungivorum,1890364,DNA binding,nan,Nucleus
A0A2P6NY68,58,,Homeobox domain-containing protein,Planoprotostelium fungivorum,1890364,DNA binding,nan,Nucleus
R1FHB9,43,17283714,Homeobox domain-containing protein,Emiliania huxleyi (Pontosphaera huxleyi),2903,DNA binding,nan,Nucleus
A0A4T0G022,48,,Homeobox domain-containing protein,Wallemia hederae,1540922,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, GTPase activity, GTP binding",nan,Nucleus
A0A2P6NYW9,56,,"Pfs, NACHT and Ankyrin domain protein",Planoprotostelium fungivorum,1890364,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
L8GVY5,51,14918438,Homeobox domain containing protein,Acanthamoeba castellanii str. Neff,1257118,DNA binding,nan,Nucleus
L8HAP1,51,14922380,Homeobox domain containing protein,Acanthamoeba castellanii str. Neff,1257118,DNA binding,nan,Nucleus
Q5BE13,55,2876995,"Homeobox transcription factor, putative (AFU_orthologue AFUA_1G10580)",Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),227321,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",regulation of transcription by RNA polymerase II,Nucleus
A0A162IL39,55,,Homeobox transcription factor,Ascosphaera apis ARSEF 7405,392613,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A165JIJ8,56,28899742,Homeobox domain-containing protein,Xylona heveae (strain CBS 132557 / TC161),1328760,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
W3XNU8,53,19266490,Homeobox domain-containing protein,Pestalotiopsis fici (strain W106-1 / CGMCC3.15140),1229662,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A369GTS6,53,,Homeobox domain-containing protein,Ophiocordyceps camponoti-leonardi (nom. inval.),2039875,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
V5IPF0,52,3880321,Homeobox domain-containing protein,Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987),367110,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",regulation of transcription by RNA polymerase II,Nucleus
A0A425BK06,51,,Homeobox domain-containing protein,Scytalidium sp. 3C,2487125,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A545A419,50,,Homeobox domain-containing protein,Golovinomyces magnicellulatus,62714,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
G4NDX0,52,2674603,Homeobox domain-containing protein,Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Pyricularia oryzae),242507,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
U7PUQ2,50,,Homeobox domain-containing protein,Sporothrix schenckii (strain ATCC 58251 / de Perez 2211183) (Rose-picker's disease fungus),1391915,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2P2SXW9,52,28833614,Homeobox domain-containing protein,Pseudogymnoascus verrucosus,342668,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0S6XPG3,53,,Homeobox domain-containing protein,fungal sp. No.11243,1603295,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0D2AJS5,53,27310478,Homeobox domain-containing protein,Verruconis gallopava,253628,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4U0WIS9,53,,Homeobox domain-containing protein,Cryomyces minteri,331657,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
R7YIK7,53,19898002,Homeobox domain-containing protein,Coniosporium apollinis (strain CBS 100218) (Rock-inhabiting black yeast),1168221,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1Z5TML1,53,,Homeobox domain-containing protein,Hortaea werneckii EXF-2000,1157616,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A6G1GH15,53,,uncharacterized protein,Eremomyces bilateralis CBS 781.70,1392243,DNA binding,nan,Nucleus
A0A3N4M4J4,51,,Homeobox domain-containing protein,Terfezia boudieri ATCC MYA-4762,1051890,DNA binding,nan,Nucleus
A0A164SNU6,56,,Homeobox-domain-containing protein,Sistotremastrum niveocremeum HHB9708,1314777,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A316VTC8,56,,Homeobox domain-containing protein,Ceraceosorus guamensis,1522189,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A507FJW4,56,,Uncharacterized protein,Chytriomyces confervae,246404,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A507FJW4,56,,Uncharacterized protein,Chytriomyces confervae,246404,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A507EBY5,56,,Homeobox domain-containing protein,Chytriomyces confervae,246404,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A507EDR5,55,,Homeobox domain-containing protein,Chytriomyces confervae,246404,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A507EB06,56,,Homeobox domain-containing protein,Chytriomyces confervae,246404,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A507ERN7,57,,Homeobox domain-containing protein,Chytriomyces confervae,246404,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A507DNL9,56,,Homeobox domain-containing protein,Chytriomyces confervae,246404,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A507EL48,57,,Homeobox domain-containing protein,Chytriomyces confervae,246404,DNA binding,nan,Nucleus
A0A507ETF1,53,,Homeobox domain-containing protein,Chytriomyces confervae,246404,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A507EDJ1,55,,Homeobox domain-containing protein,Chytriomyces confervae,246404,DNA binding,nan,Nucleus
A0A507FKA5,57,,Homeobox domain-containing protein,Chytriomyces confervae,246404,DNA binding,nan,Nucleus
A0A507ET48,57,,Homeobox domain-containing protein,Chytriomyces confervae,246404,DNA binding,nan,Nucleus
A0A507EB12,57,,Homeobox domain-containing protein,Chytriomyces confervae,246404,DNA binding,nan,Nucleus
A0A507DJB1,54,,Homeobox domain-containing protein,Chytriomyces confervae,246404,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
