Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
C8VAZ3,152,,"RAS small monomeric GTPase (Rsr1), putative (AFU_orthologue AFUA_5G08950)",Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),227321,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
L8GQ44,152,14915955,"Protein ras1, putative",Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
L8H599,152,14921543,"Rasrelated protein ralB-B, putative",Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0N4V3P1,153,,Uncharacterized protein,Enterobius vermicularis (Human pinworm),51028,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0N4YLP8,153,,Uncharacterized protein,Nippostrongylus brasiliensis (Rat hookworm),27835,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0R3W292,153,,Uncharacterized protein,Taenia asiatica (Asian tapeworm),60517,"GTPase activity, GTP binding",Rap protein signal transduction,Other locations
A0A0R3WC20,153,,Uncharacterized protein,Taenia asiatica (Asian tapeworm),60517,"GTPase activity, GTP binding",signal transduction,Other locations
A0A183AGB6,153,,Uncharacterized protein,Echinostoma caproni,27848,"GTPase activity, GTP binding",Rap protein signal transduction,Other locations
A0A1L1QZP7,153,,Small monomeric GTPase,Danio rerio (Zebrafish) (Brachydanio rerio),7955,"GDP binding, G protein activity, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
A0A2G8KVR4,153,,Putative GTP-binding protein Rheb,Stichopus japonicus (Sea cucumber),307972,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2G9V1M8,153,,Ras family protein,Teladorsagia circumcincta (Brown stomach worm) (Ostertagia circumcincta),45464,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2T7PKY4,153,,Uncharacterized protein,Pomacea canaliculata (Golden apple snail),400727,"GTPase activity, GTP binding",signal transduction,Other locations
A0A3M0J1Z9,153,,Uncharacterized protein,Hirundo rustica rustica,333673,"GTPase activity, GTP binding",signal transduction,Other locations
A0A3P7CHG3,153,,Uncharacterized protein,Schistocephalus solidus (Tapeworm),70667,"GTPase activity, GTP binding",signal transduction,Other locations
A0A4S2MAI8,153,,Uncharacterized protein,Opisthorchis felineus,147828,"GTPase activity, GTP binding",signal transduction,Other locations
A0A4T0FQ79,153,,Uncharacterized protein,Wallemia hederae,1540922,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A6J8AWT8,153,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",nan,nan
A0A6J8BRE7,153,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J8BTV7,153,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J8DD01,153,,RAP2C,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",signal transduction,Other locations
A7RLN1,153,5519827,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GTPase activity, GTP binding",signal transduction,Other locations
A8N0K9,153,6004882,Ras protein,Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) (Inky cap fungus) (Hormographiella aspergillata),240176,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A077YZC4,154,,Ras protein Ral a,Trichuris trichiura (Whipworm) (Trichocephalus trichiurus),36087,"GTPase activity, GTP binding",signal transduction,Other locations
A0A132AHF3,154,,Ras-related protein Ral-A-like protein,Sarcoptes scabiei (Itch mite) (Acarus scabiei),52283,"GTPase activity, GTP binding",signal transduction,Other locations
A0A164PZA6,154,,Uncharacterized protein,Sistotremastrum niveocremeum HHB9708,1314777,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A168TCV7,154,,Uncharacterized protein,Absidia glauca (Pin mould),4829,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A177B286,154,,Ras-like protein,Intoshia linei,1819745,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2J7RLN4,154,,GTP-binding protein Di-Ras2,Cryptotermes secundus,105785,"GTPase activity, GTP binding",signal transduction,Other locations
A0A433PUM6,154,,P-loop containing nucleoside triphosphate hydrolase protein,Endogone sp. FLAS-F59071,2340872,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A6G0V2H4,154,,Uncharacterized protein,Halicephalobus sp. NKZ332,2598192,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J8AXK1,154,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",signal transduction,Other locations
A7S8Z9,154,,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GTPase activity, GTP binding",signal transduction,Other locations
C4A0T5,154,,Uncharacterized protein,Branchiostoma floridae (Florida lancelet) (Amphioxus),7739,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
D4AXG7,154,9523091,Uncharacterized protein,Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371) (Trichophyton mentagrophytes),663331,"GDP binding, GTPase activity, GTP binding","positive regulation of L-arginine import across plasma membrane, small GTPase mediated signal transduction",Plasma Membrane
K1QEX3,154,,Flavin-containing monooxygenase,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"flavin adenine dinucleotide binding, GTPase activity, GTP binding, N,N-dimethylaniline monooxygenase activity, NADP binding",signal transduction,Other locations
Q7Q9G7,154,1274950,AGAP005243-PA,Anopheles gambiae (African malaria mosquito),7165,"calcium channel regulator activity, GTPase activity, GTP binding",signal transduction,Plasma Membrane
V4A375,154,20252180,Uncharacterized protein,Lottia gigantea (Giant owl limpet),225164,"GTPase activity, GTP binding",nan,nan
V8P5P6,154,,GTPase RhebL1,Ophiophagus hannah (King cobra) (Naja hannah),8665,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0I9NA24,155,6104723,Bm7041,Brugia malayi (Filarial nematode worm),6279,"GTPase activity, GTP binding",signal transduction,Other locations
A0A132AGY8,155,,GTP-binding Ras-like protein,Sarcoptes scabiei (Itch mite) (Acarus scabiei),52283,"GTPase activity, GTP binding",signal transduction,Other locations
A0A166BD73,155,,RasG protein,Exidia glandulosa HHB12029,1314781,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1C7M5R6,155,,Trimethyllysine dioxygenase,Grifola frondosa (Maitake) (Polyporus frondosus),5627,"dioxygenase activity, GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A1D1W0X7,155,,Uncharacterized protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1S3J8A1,155,106170940,GTP-binding protein REM 1,Lingula unguis,7574,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1X7U3D5,155,100634285,Uncharacterized protein,Amphimedon queenslandica (Sponge),400682,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2T7PR99,155,,Uncharacterized protein,Pomacea canaliculata (Golden apple snail),400727,"GTPase activity, GTP binding","positive regulation of TOR signaling, signal transduction",Other locations
A0A3S1C3C1,155,,Uncharacterized protein,Elysia chlorotica (Eastern emerald elysia) (Sea slug),188477,"GTPase activity, GTP binding",signal transduction,Other locations
A0A444UFM1,155,,Ras-related and estrogen-regulated growth inhibitor-like protein,Acipenser ruthenus (Sterlet sturgeon),7906,"GTPase activity, GTP binding, guanyl-nucleotide exchange factor activity",nan,nan
A0A6J8A0P8,155,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J8CKG0,155,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6J8ETN7,155,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",signal transduction,Other locations
A7S8C2,155,5511764,Predicted protein,Nematostella vectensis (Starlet sea anemone),45351,"GDP binding, GTPase activity, GTP binding",signal transduction,Plasma Membrane
E4X7F5,155,,Uncharacterized protein,Oikopleura dioica (Tunicate),34765,"GTPase activity, GTP binding",signal transduction,Other locations
F4NXW6,155,18237346,Uncharacterized protein,Batrachochytrium dendrobatidis (strain JAM81 / FGSC 10211) (Frog chytrid fungus),684364,"GDP binding, GTPase activity, GTP binding",Ras protein signal transduction,Plasma Membrane
H2XRK5,155,,Uncharacterized protein,Ciona intestinalis (Transparent sea squirt) (Ascidia intestinalis),7719,"GTPase activity, GTP binding",signal transduction,Other locations
K1RA05,155,105349134,GTP-binding protein RAD,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"GTPase activity, GTP binding",signal transduction,Other locations
L8GMY0,155,14914737,Ras subfamily protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
Q7PWF0,155,1279951,AGAP008989-PA,Anopheles gambiae (African malaria mosquito),7165,"GTPase activity, GTP binding",nan,nan
V3ZN20,155,20252938,Uncharacterized protein,Lottia gigantea (Giant owl limpet),225164,"GTPase activity, GTP binding",signal transduction,Other locations
A0A060SGN7,156,,Uncharacterized protein,Pycnoporus cinnabarinus (Cinnabar-red polypore) (Trametes cinnabarina),5643,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A0H5S4K0,156,,Bm6738,Brugia malayi (Filarial nematode worm),6279,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0T6B296,156,,ADP ribosylation factor,Oryctes borbonicus,1629725,"GTPase activity, GTP binding",signal transduction,Other locations
A0A183SH72,156,,Uncharacterized protein,Schistocephalus solidus (Tapeworm),70667,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1R2AV35,156,,Uncharacterized protein,Stentor coeruleus,5963,"GTPase activity, GTP binding",signal transduction,Other locations
A0A210Q3N1,156,,GTP-binding protein GEM,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2B4SC10,156,,Ras-related and estrogen-regulated growth inhibitor,Stylophora pistillata (Smooth cauliflower coral),50429,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2T9YDG9,156,,Uncharacterized protein,Furculomyces boomerangus,61424,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A397VQY1,156,,Small GTPase superfamily,Gigaspora rosea,44941,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A444U7K9,156,,Small monomeric GTPase,Acipenser ruthenus (Sterlet sturgeon),7906,"G protein activity, GTP binding",signal transduction,Other locations
A0A6G0UUW2,156,,Protein-tyrosine-phosphatase,Halicephalobus sp. NKZ332,2598192,"GTPase activity, GTP binding, protein tyrosine phosphatase activity",signal transduction,Other locations
K1QNI0,156,105344214,GTP-binding protein GEM,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"GTPase activity, GTP binding",signal transduction,Other locations
L8GDK1,156,14911361,Raslike protein,Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",signal transduction,Other locations
Q9H628,156,79785,Ras-related and estrogen-regulated growth inhibitor-like protein,Homo sapiens (Human),9606,"G protein activity, GTP binding",signal transduction,Other locations
R7VM96,156,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"GTPase activity, GTP binding",signal transduction,Other locations
W3XG79,156,19268052,Ras-related protein Rap-1b,Pestalotiopsis fici (strain W106-1 / CGMCC3.15140),1229662,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
W4YWD6,156,,Uncharacterized protein,,,nan,nan,nan
W4ZGM9,156,,Uncharacterized protein,,,nan,nan,nan
X6NB06,156,,"RAP1B, member of RAS oncogene family",Reticulomyxa filosa,46433,"GTPase activity, GTP binding",signal transduction,Other locations
X6P9W4,156,,Uncharacterized protein,Reticulomyxa filosa,46433,"GTPase activity, GTP binding",signal transduction,Other locations
A0A0N4VAV9,157,,Uncharacterized protein,Enterobius vermicularis (Human pinworm),51028,"GTPase activity, GTP binding",signal transduction,Other locations
A0A164UIZ3,157,,Ras protein,Sistotremastrum niveocremeum HHB9708,1314777,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A177B925,157,,UBC core domain-containing protein,Intoshia linei,1819745,"ATP binding, GTPase activity, GTP binding, transferase activity",signal transduction,Other locations
A0A1J1ILH1,157,,"CLUMA_CG014444, isoform A",Clunio marinus,568069,"GTPase activity, GTP binding",nan,nan
A0A1J4K4V8,157,,Ras-like protein rasG,Tritrichomonas foetus,1144522,"GTPase activity, GTP binding",signal transduction,Other locations
A0A1S3JCD3,157,106171651,GTP-binding protein REM 1,Lingula unguis,7574,"GTPase activity, GTP binding",signal transduction,Other locations
A0A210Q3P6,157,,GTP-binding protein GEM,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"GTPase activity, GTP binding",nan,nan
A0A2B4S4L3,157,,Ras-like protein family member 11A,Stylophora pistillata (Smooth cauliflower coral),50429,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2B4S9L3,157,,GTP-binding protein Rit1,Stylophora pistillata (Smooth cauliflower coral),50429,"GTPase activity, GTP binding",signal transduction,Other locations
A0A2T7NII9,157,,Uncharacterized protein,Pomacea canaliculata (Golden apple snail),400727,"GTPase activity, GTP binding",signal transduction,Other locations
A0A3M7QU94,157,,GTP-binding Rheb,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,"GTPase activity, GTP binding",signal transduction,Other locations
A0A3N4I755,157,,Ras-domain-containing protein,Ascobolus immersus RN42,1160509,"GTPase activity, GTP binding",signal transduction,Plasma Membrane
A0A3S1A7P9,157,,Uncharacterized protein,Elysia chlorotica (Eastern emerald elysia) (Sea slug),188477,"GTPase activity, GTP binding",signal transduction,Other locations
A0A401NLF7,157,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,"GTPase activity, GTP binding",signal transduction,Other locations
A0A482XKK3,157,,Uncharacterized protein,Laodelphax striatellus (Small brown planthopper) (Delphax striatella),195883,"GTPase activity, GTP binding",signal transduction,Other locations
A0A5B7CJP8,157,,Ras-related and estrogen-regulated growth inhibitor-like protein,Portunus trituberculatus (Swimming crab) (Neptunus trituberculatus),210409,"GTPase activity, GTP binding",signal transduction,Other locations
A0A6G0UJI4,157,,RING-type domain-containing protein,Halicephalobus sp. NKZ332,2598192,"GTPase activity, GTP binding, metal ion binding",signal transduction,Other locations
A0A6G0US59,157,,Uncharacterized protein,Halicephalobus sp. NKZ332,2598192,"GTPase activity, GTP binding",signal transduction,Other locations
