Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A0R3VUZ5,161,,Uncharacterized protein,Taenia asiatica (Asian tapeworm),60517,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A158Q357,161,,Uncharacterized protein,Dracunculus medinensis (Guinea worm),318479,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A177B797,161,,G-patch domain-containing protein,Intoshia linei,1819745,"GTPase activity, GTP binding, nucleic acid binding",small GTPase mediated signal transduction,nan
A0A1D1UIY2,161,,Uncharacterized protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1J4KT89,161,,Small GTP-binding protein,Tritrichomonas foetus,1144522,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1X7VID1,161,100632067,Uncharacterized protein,Amphimedon queenslandica (Sponge),400682,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A316UUQ5,161,,Cell division control protein 42 homolog,Jaminaea rosea,1569628,"G protein activity, GTP binding","cell division, small GTPase mediated signal transduction",Plasma Membrane
A0A3M7QQG4,161,,Ras-like GTP-binding,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A3P7ERC0,161,,Uncharacterized protein,Schistocephalus solidus (Tapeworm),70667,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A4P9Y2D4,161,,P-loop containing nucleoside triphosphate hydrolase protein,Piptocephalis cylindrospora,1907219,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A4Q9LJH4,161,,Small Rho-like GTP-binding protein,Hamiltosporidium magnivora,148818,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6J8D1S8,161,,CDC42,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6J8D4F8,161,,RAC1,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
C4M0Y0,161,3406956,Rho family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
L2GQS6,161,19880404,Small GTP-binding protein domain,Vavraia culicis (isolate floridensis) (Microsporidian parasite),948595,"GTPase activity, GTP binding",nan,nan
O62422,161,179462,Cdc-42 Related Protein,Caenorhabditis elegans,6239,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, motor neuron axon guidance, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Endosome, Golgi apparatus, Plasma Membrane, Other locations"
Q6CC15,161,2909203,YALI0C13530p,Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica),284591,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
Q7Q5P9,161,1276933,AGAP006279-PA,Anopheles gambiae (African malaria mosquito),7165,"GTPase activity, GTP binding",nan,nan
R7T7T0,161,,Uncharacterized protein,Capitella teleta (Polychaete worm),283909,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
V4BX07,161,20231713,Uncharacterized protein,Lottia gigantea (Giant owl limpet),225164,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0B2VNM5,162,,Cdc42-like protein,Toxocara canis (Canine roundworm),6265,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0N4V7I2,162,,Uncharacterized protein,Enterobius vermicularis (Human pinworm),51028,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1J5X2A0,162,,"Ras-related small GTPase, Rho type",Amphiamblys sp. WSBS2006,1866961,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1Y1VKY5,162,,p-loop containing nucleoside triphosphate hydrolase protein,Piromyces finnis,1754191,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A210PFT3,162,,Rho-related protein racA,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A2A2JDY4,162,,Uncharacterized protein,Diploscapter pachys,2018661,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A507EQ87,162,,Uncharacterized protein,Chytriomyces confervae,246404,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A653CQP2,162,,Uncharacterized protein,Callosobruchus maculatus (Southern cowpea weevil) (Pulse bruchid),64391,"GTPase activity, GTP binding",nan,nan
A0A6A4JZ52,162,,Uncharacterized protein,Apolygus lucorum (Plant bug) (Lygocoris lucorum),248454,"GTPase activity, GTP binding",nan,nan
A0A6J8BJP3,162,,RAC1,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
E4XGV3,162,,Uncharacterized protein,Oikopleura dioica (Tunicate),34765,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
K1QVM2,162,105328482,Rho-related GTP-binding protein RhoJ,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),29159,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
L8H9W9,162,14922952,"Rasrelated C3 botulinum toxin substrate 2, putative",Acanthamoeba castellanii str. Neff,1257118,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
Q016T0,162,9835563,"Small GTPase superfamily, Rho type",Ostreococcus tauri,70448,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
Q3SDR3,162,5011126,Rac_C64 protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape","Cytoskeleton, Plasma Membrane, Other locations"
Q54YY4,162,8621280,Rho-related protein racN,Dictyostelium discoideum (Slime mold),44689,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, mitotic cytokinesis, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
W4ZB49,162,,Uncharacterized protein,,,nan,nan,nan
A0A0B4J2L0,163,,Uncharacterized protein,Acyrthosiphon pisum (Pea aphid),7029,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0R0LXG0,163,,"Ras-related small GTPase, Rho type",Pseudoloma neurophilia,146866,"GTPase activity, GTP binding",nan,nan
A0A0R3WGT4,163,,Uncharacterized protein,Taenia asiatica (Asian tapeworm),60517,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1E3NZD7,163,30198221,Uncharacterized protein,Wickerhamomyces anomalus (strain ATCC 58044 / CBS 1984 / NCYC 433 / NRRL Y-366-8) (Yeast) (Hansenula anomala),683960,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1I8HBC9,163,,Uncharacterized protein,Macrostomum lignano,282301,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1J4K429,163,,Cdc42 like protein,Tritrichomonas foetus,1144522,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A210PC46,163,,Rho-related protein racA,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A210PC61,163,,Rho-related protein racA,Mizuhopecten yessoensis (Japanese scallop) (Patinopecten yessoensis),6573,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A267GLY2,163,,Uncharacterized protein,Macrostomum lignano,282301,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A401Q487,163,,Uncharacterized protein,Scyliorhinus torazame (Cloudy catshark),75743,"GTPase activity, GTP binding",small GTPase mediated signal transduction,Other locations
A0A482WLN2,163,,Uncharacterized protein,Laodelphax striatellus (Small brown planthopper) (Delphax striatella),195883,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A4S4LNI2,163,,Uncharacterized protein,Bondarzewia mesenterica,1095465,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6A5BAH1,163,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6A5BI53,163,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6A5C2M5,163,,Uncharacterized protein,Naegleria fowleri (Brain eating amoeba),5763,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6G0UK61,163,,Uncharacterized protein,Halicephalobus sp. NKZ332,2598192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A6J8AWW7,163,,Uncharacterized protein,Mytilus coruscus (Sea mussel),42192,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0BQ79,163,5013878,Uncharacterized protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding",nan,nan
C4M855,163,3409642,Rho family GTPase,Entamoeba histolytica,5759,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, mitotic cytokinesis, regulation of actin cytoskeleton organization, regulation of cell shape, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
E4XTI1,163,,Uncharacterized protein,Oikopleura dioica (Tunicate),34765,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
H3FA11,163,,Crp-1,Pristionchus pacificus (Parasitic nematode),54126,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
Q3SD72,163,5026816,Rac_C47 protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, regulation of actin cytoskeleton organization, regulation of cell shape","Cytoskeleton, Plasma Membrane, Other locations"
Q3SDV1,163,5045756,Rab_C96 protein,Paramecium tetraurelia,5888,"GTPase activity, GTP binding",nan,nan
Q9GPQ9,163,8628798,Rho-related protein racJ,Dictyostelium discoideum (Slime mold),44689,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, engulfment of apoptotic cell, establishment or maintenance of cell polarity, mitotic cytokinesis, regulation of actin cytoskeleton organization, regulation of cell shape, sexual reproduction, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
R4XAZ6,163,,GTP-binding protein rho3,Taphrina deformans (strain PYCC 5710 / ATCC 11124 / CBS 356.35 / IMI 108563 / JCM 9778 / NBRC 8474) (Peach leaf curl fungus) (Lalaria deformans),1097556,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
T1HP78,163,,Uncharacterized protein,Rhodnius prolixus (Triatomid bug),13249,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
V3ZUE0,163,20232990,Uncharacterized protein,Lottia gigantea (Giant owl limpet),225164,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
X6M754,163,,Ras-related C3 botulinum toxin substrate 2 isoform 1,Reticulomyxa filosa,46433,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0D1DUW3,164,23564355,Rho3 GTP binding protein,Ustilago maydis (strain 521 / FGSC 9021) (Corn smut fungus),237631,"GTPase activity, GTP binding, protein kinase binding","actin filament organization, cortical cytoskeleton organization, establishment or maintenance of cell polarity, establishment or maintenance of cell polarity regulating cell shape, microtubule cytoskeleton organization, regulation of actin cytoskeleton organization, regulation of cell shape, regulation of septum digestion after cytokinesis, small GTPase mediated signal transduction","Cytoskeleton, Plasma Membrane, Other locations"
A0A0E9NDC6,164,,Uncharacterized protein,Saitoella complicata (strain BCRC 22490 / CBS 7301 / JCM 7358 / NBRC 10748 / NRRL Y-17804),698492,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A0G4II24,164,,Uncharacterized protein,Plasmodiophora brassicae (Clubroot disease),37360,"GTPase activity, GTP binding",nan,nan
A0A0T6B2G9,164,,ADP ribosylation factor,Oryctes borbonicus,1629725,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A138ZXT7,164,,Ras-domain-containing protein,Gonapodya prolifera (strain JEL478) (Monoblepharis prolifera),1344416,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A177EGC2,164,,Uncharacterized protein,Nematocida displodere,1805483,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1D2N3A8,164,,Ras-like GTP-binding protein RhoL,Orchesella cincta (Springtail),48709,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
A0A1D2VLQ6,164,30963973,Uncharacterized protein,Ascoidea rubescens DSM 1968,1344418,"GTPase activity, GTP binding",small GTPase mediated signal transduction,Other locations
A0A1J1I5G6,164,,"CLUMA_CG008474, isoform A",Clunio marinus,568069,"GTPase activity, GTP binding",nan,nan
A0A1J4K3X5,164,,Small GTP-binding protein,Tritrichomonas foetus,1144522,"GTPase activity, GTP binding",small GTPase mediated signal transduction,nan
